address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rate_clean,approx_cost_clean,cost_bracket
"56,1st Ave St, Teacher's Colony, Jakkasandra, Koramangala 1st Block, Bangalore",Smack,No,No,,0,+91 9663076096,Koramangala 1st Block,Quick Bites,Not Specified,Fast Food,200,Delivery,HSR,,200.0,Budget (< ₹300)
"433/10, Hosur Main Road, Garvebhavi Playa, Bommanahalli, Bangalore",The Alphaa,Yes,No,3.8/5,273,"+91 8095090111
+91 8095090222",Bommanahalli,Casual Dining,"Lime Soda, Hyderabadi Biryani, Fish","Andhra, North Indian, Chinese, Biryani, Seafood",550,Delivery,HSR,3.8,550.0,Mid-Tier (₹300 - ₹700)
"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",99 Variety Dose-Biryanis-Starters,Yes,No,NEW,0,+91 9686818090,HSR,"Takeaway, Delivery",Not Specified,"South Indian, North Indian, Fast Food, Chinese",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"2/292A, Ward 3, Somasundra Palya, HSR, Bangalore",Italian Kitchen,Yes,No,,0,+91 9110654413,HSR,"Takeaway, Delivery",Not Specified,"Italian, Beverages",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"91, Silver Country Road, Kudlu Gate, HSR, Bangalore",Chaat Express,Yes,No,3.5/5,14,+91 8105811838,HSR,Quick Bites,Not Specified,"Fast Food, North Indian",200,Delivery,HSR,3.5,200.0,Budget (< ₹300)
"No. 89, 1st floor, 17th Cross Road, Near HSR BDA complex, Sector 4, HSR Layout, Bengaluru, Karnataka",TRUE BLEU RESTO CAFE,Yes,No,4.2/5,70,080 42089171,HSR,Quick Bites,"Pizza, Bannoffee Pie, Mocktails, Pasta Alfredo, Burgers, Nachos, Veg Burger","Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",400,Delivery,HSR,4.2,400.0,Mid-Tier (₹300 - ₹700)
"519, 1st Floor, 24th Main, Near KEB Office, Parangipalya Main Road, 2nd Sector, HSR, Bangalore",Meeraa's Beegara Oota,Yes,No,3.8/5,258,"080 22580009
+91 9916874081",HSR,Casual Dining,"Mutton Fry, Mutton Keema, Mutton Biryani, Chicken Biryani, Mutton Chops, Ragi Mudde, Mutton Curry","South Indian, Biryani, Chinese",550,Delivery,HSR,3.8,550.0,Mid-Tier (₹300 - ₹700)
"970, 1st Main, 1st Block, Koramangala 1st Block, Bangalore",Sweet Chariot,Yes,No,3.6/5,27,080 41217697,Koramangala 1st Block,Bakery,Not Specified,"Bakery, Fast Food",500,Delivery,HSR,3.6,500.0,Mid-Tier (₹300 - ₹700)
"2609, 27th Main road, Sector 1, HSR Layout, Bangalore",Northam's Pizza.Pita,Yes,No,4.1/5,671,+91 8105711811,HSR,Quick Bites,"Exotic Garlic Bread, Spicy Falafel, Burgers, Pasta, Pita Pocket, Pita Pizza, Veggie Pizza","Italian, Pizza",450,Delivery,HSR,4.1,450.0,Mid-Tier (₹300 - ₹700)
"17, 18th Cross Road, Near Reliance Digital, Sector 3, HSR layout, HSR, Bangalore",Helloo Delhi,Yes,Yes,3.9/5,880,"080 25721818
080 25721919",HSR,Casual Dining,"Paneer Makhani, Vegetable Biryani, Rabri, Dal Makhani, Paneer Lababdar, Murgh Lababdar, Butter Chicken",North Indian,"1,000",Delivery,HSR,3.9,1000.0,Upper-Mid (₹700 - ₹1500)
"Groud Floor, Near Croma, Total Mall, Sarjapur Road, Bangalore",Subway,Yes,No,3.9/5,93,080 41139926,Sarjapur Road,Quick Bites,Not Specified,"Salad, Fast Food",600,Delivery,HSR,3.9,600.0,Mid-Tier (₹300 - ₹700)
"1172, Ground Floor, 24th Main, 25th Cross, Next to Mariyamma Temple, Parangipalya, HSR, Bangalore",Poorvika Restro Cafe,Yes,No,3.7/5,76,"+91 9538615678
+91 9538625678",HSR,Casual Dining,Momos,"Chinese, North Indian",700,Delivery,HSR,3.7,700.0,Mid-Tier (₹300 - ₹700)
"S-8, Sapthagiri Mansion, 1st, Block, 80 Feet Road, Koramangala 1st Block, Bangalore",Chef Baker's,Yes,No,3.6/5,37,"+91 7406066614
+91 7406066615",Koramangala 1st Block,"Bakery, Quick Bites",Not Specified,Bakery,450,Delivery,HSR,3.6,450.0,Mid-Tier (₹300 - ₹700)
"219/2, 1st Floor, 9th Main, 15th A Cross, 6th Sector, HSR, Bangalore",Atithi,Yes,Yes,3.9/5,224,+91 9538800665,HSR,Casual Dining,"Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha","North Indian, Chinese, Street Food",800,Delivery,HSR,3.9,800.0,Upper-Mid (₹700 - ₹1500)
"Garden Layout Road, Sector 2, HSR Layout, HSR, Bangalore",Cake Cafe,Yes,No,4.0/5,157,+91 9916433033,HSR,Bakery,Blueberry Cake,"Bakery, Desserts",300,Delivery,HSR,4.0,300.0,Mid-Tier (₹300 - ₹700)
"16,24th Main, Paringipalya, 2nd Sector, HSR, Bangalore",Bindu Garden Bar & Restaurant,Yes,No,3.1/5,36,"+91 7760943777
+91 7760962960",HSR,Casual Dining,Not Specified,"North Indian, Chinese",550,Delivery,HSR,3.1,550.0,Mid-Tier (₹300 - ₹700)
"445, 5th Main, 16th A Cross, 6th Sector, HSR, Bangalore",Just Bake,Yes,No,3.6/5,18,+91 8970010111,HSR,Bakery,Not Specified,"Bakery, Desserts",400,Delivery,HSR,3.6,400.0,Mid-Tier (₹300 - ₹700)
"2, Near BDA, 14th Main Road, Sector 7, HSR, Bangalore",Pizza Hut,Yes,No,3.1/5,452,"080 39883988
080 25720305",HSR,Quick Bites,"Tomato Basil Soup, Mushroom Soup, Veg Supreme Pizza, Masala Lemonade, Creamy Mushroom Pasta, Garlic Bread Stick","Pizza, Fast Food",750,Delivery,HSR,3.1,750.0,Upper-Mid (₹700 - ₹1500)
"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",Dakshin Sagar,Yes,No,3.1/5,325,"+91 9686818090
080 49788805",HSR,Quick Bites,Not Specified,"South Indian, North Indian, Chinese, Street Food",400,Delivery,HSR,3.1,400.0,Mid-Tier (₹300 - ₹700)
"1197/1, 22nd A Cross, Sector 3, HSR Club Road, HSR, Bangalore",Paratha Plaza,Yes,No,3.1/5,82,+91 9611637724,HSR,Quick Bites,"Lassi, Jeera Rice, Sattu Paratha",North Indian,200,Delivery,HSR,3.1,200.0,Budget (< ₹300)
"30 & 31, Shrinidhi Ascend, 1st Floor, Garvebhavi Palya, Hosur Main Road, Bommanahalli, Bangalore",SR Andhra Spicy House,Yes,No,3.8/5,240,080 41641414,Bommanahalli,Casual Dining,Biryani,Andhra,800,Delivery,HSR,3.8,800.0,Upper-Mid (₹700 - ₹1500)
"1312, 24th Main Road, Sector 2, HSR, Bangalore",Chaat Trail By Moti Mahal,Yes,Yes,3.9/5,46,080 49652188,HSR,Quick Bites,"Chaat, Chole Bhature, Pav Bhaji, Gulab Jamun, Bhel Puri, Paneer Pakora","Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",300,Delivery,HSR,3.9,300.0,Mid-Tier (₹300 - ₹700)
"405/3, 6th D Cross, Near BIB, Venkatapura, HSR, Bangalore",Omleterian,Yes,No,,0,+91 7005889963,HSR,Quick Bites,Not Specified,"American, Continental",200,Delivery,HSR,,200.0,Budget (< ₹300)
"110/1. Near High End Apartments, HSR, Bangalore",FreshPhulka,Yes,No,3.8/5,24,"+91 7338062773
+91 9964417512",HSR,Quick Bites,Not Specified,North Indian,150,Delivery,HSR,3.8,150.0,Budget (< ₹300)
"112/1, Lakedew Residency, Haralur Main Road, HSR Post, HSR, Bangalore",Punjabi Nukkad Pure Veg,Yes,No,4.0/5,768,"+91 9513131489
+91 7829581313",HSR,Quick Bites,"Lassi, Dal Makhani, Ajwaini Paratha, Mushroom Masala, Roti, Shahi Tukda, Shahi Paneer","North Indian, Chinese, Juices",500,Delivery,HSR,4.0,500.0,Mid-Tier (₹300 - ₹700)
"Building 735, 3rd Sector, HSR Layout, HSR, Bangalore",New Delicacy,Yes,No,3.7/5,86,+91 8861073260,HSR,Casual Dining,"Momos, Hakka Noodles, Nasi Goreng, Dragon Prawn, American Chopsuey, Garlic Butter Noodle","Chinese, Thai, Momos",500,Delivery,HSR,3.7,500.0,Mid-Tier (₹300 - ₹700)
"225, 12th Cross, 17th B Main, Sector 4, HSR, Bangalore",Indian Paratha Factory,Yes,No,2.7/5,140,"+91 9108529166
+91 7338491606",HSR,Quick Bites,"Lassi, Liti Chokha, Chicken Keema Paratha, Buttermilk, Raita, Aloo Paratha, Chocolate Paratha",North Indian,250,Delivery,HSR,2.7,250.0,Budget (< ₹300)
"741, 18th Main Road, Koramangala 6th Block, Bangalore",Cane Crussh,Yes,No,3.7/5,15,,Koramangala 6th Block,Beverage Shop,Not Specified,Juices,100,Delivery,HSR,3.7,100.0,Budget (< ₹300)
"112/1, Lakedew Residency, Haralur Main Road, HSR, Bangalore",Punjabi Handi,Yes,No,2.9/5,19,+91 7829581313,HSR,Quick Bites,Not Specified,"North Indian, Chinese",400,Delivery,HSR,2.9,400.0,Mid-Tier (₹300 - ₹700)
"1702, 19th Main Road, Sector 2, HSR Layout, HSR, Bangalore",Feaster,Yes,No,3.8/5,88,"080 48667709
+91 7349740008",HSR,Casual Dining,"Liver Fry, Burgers, Pizza","Continental, Asian, Chinese, Italian, North Indian",600,Delivery,HSR,3.8,600.0,Mid-Tier (₹300 - ₹700)
"240, 17th Cross, 24th Main, Sector 1, HSR, Bangalore",Cake Dilim,Yes,No,3.7/5,90,"+91 9535677777
+91 9886774444",HSR,Bakery,Chocolate Cake,"Bakery, Desserts",400,Delivery,HSR,3.7,400.0,Mid-Tier (₹300 - ₹700)
"4, Building 240, 27th main road, HSR sector 2",What's Cooking,Yes,No,3.1/5,35,"+91 9739154842
+91 9810156644",HSR,"Takeaway, Delivery",Rajma Chawal,North Indian,300,Delivery,HSR,3.1,300.0,Mid-Tier (₹300 - ₹700)
"Opposite to Sai Poorna Paradise and Sobha Daffodil South Gate, Somaandra Palya, HSR, Bangalore",Zaikedar Kitchen,Yes,No,3.2/5,17,"+91 7338677779
+91 7338477779",HSR,Quick Bites,Not Specified,North Indian,400,Delivery,HSR,3.2,400.0,Mid-Tier (₹300 - ₹700)
"1196, 22nd Cross, HSR Club Road, Sector 3, HSR, Bangalore",Meat and Eat,Yes,No,3.5/5,59,+91 9148929193,HSR,Quick Bites,Not Specified,"Fast Food, Burger",500,Delivery,HSR,3.5,500.0,Mid-Tier (₹300 - ₹700)
"405, 6th D Cross, Venkatpura, HSR, Bangalore",BIB - Breakfast in the Box,Yes,No,3.8/5,212,+91 9036011861,HSR,Delivery,"English Breakfast, Burgers, Sandwiches, Chicken Burger, Pasta, Veg Burger, Chicken Sausages","American, Sandwich",600,Delivery,HSR,3.8,600.0,Mid-Tier (₹300 - ₹700)
"16, 80 Feet Road, 7th Main, Opposite SBI, Koramangala 1st Block, Bangalore",Ramji Chaiwale,Yes,No,3.8/5,93,+91 8048656999,Koramangala 1st Block,Quick Bites,"Chai, Ginger Tea, Maggi, Aloo Paratha, Samosa, Coffee, Sandwich","Beverages, Fast Food",250,Delivery,HSR,3.8,250.0,Budget (< ₹300)
"154,Opp Lawence High School,4th Sector, HSR, Bangalore",The French Loaf,Yes,No,3.1/5,15,+91 8431911031,HSR,"Bakery, Dessert Parlor",Not Specified,"Bakery, Desserts, Sandwich",400,Delivery,HSR,3.1,400.0,Mid-Tier (₹300 - ₹700)
"24th Main Road, Parangipalya, HSR 2nd Sector, Near Ambedkar Samudaya Bhavan, HSR, Bangalore",The Biryani Palace,Yes,No,3.0/5,12,+91 9980512897,HSR,Quick Bites,Not Specified,"Biryani, Andhra",500,Delivery,HSR,3.0,500.0,Mid-Tier (₹300 - ₹700)
"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",Shahi Rasoi,Yes,No,3.1/5,27,+91 9916904421,HSR,Delivery,Not Specified,"North Indian, Mughlai",600,Delivery,HSR,3.1,600.0,Mid-Tier (₹300 - ₹700)
"Lakedew Residency- Phase 2, Harlur, HSR, Bangalore",Lassi Cafe,Yes,No,3.8/5,41,+91 7259778656,HSR,"Beverage Shop, Quick Bites",Not Specified,"Beverages, Street Food, North Indian",300,Delivery,HSR,3.8,300.0,Mid-Tier (₹300 - ₹700)
"147, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, Bangalore",Bombay Kulfi,Yes,No,3.5/5,32,"+91 9513668465
+91 8952893799",Sarjapur Road,Dessert Parlor,Not Specified,"Desserts, Ice Cream",150,Delivery,HSR,3.5,150.0,Budget (< ₹300)
"492, 17th Cross, 27th Main Road, HSR, Bangalore",Bengaluru House,Yes,No,2.6/5,21,"+91 9986645588
+91 7338068993",HSR,Casual Dining,Not Specified,South Indian,700,Delivery,HSR,2.6,700.0,Mid-Tier (₹300 - ₹700)
"55/8, Gurumoorthy Building, Opposite To Nandi Toyota, Beside Puravankar, Kudlu Gate, Bommanahalli, Bangalore",Cake Menu,Yes,No,3.2/5,11,+91 9844374437,Bommanahalli,Bakery,Not Specified,Bakery,400,Delivery,HSR,3.2,400.0,Mid-Tier (₹300 - ₹700)
"1702, 19th Main Road, Sector 2, HSR, Bangalore",Cream Chemistry,Yes,No,3.9/5,75,"080 48528007
+91 9740466394",HSR,Dessert Parlor,Waffles,"Ice Cream, Desserts",500,Delivery,HSR,3.9,500.0,Mid-Tier (₹300 - ₹700)
"2nd Main, Munneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",Wheat House,Yes,No,3.3/5,11,+91 9886888805,HSR,Quick Bites,Not Specified,"Kerala, South Indian, Fast Food",400,Delivery,HSR,3.3,400.0,Mid-Tier (₹300 - ₹700)
"1197, 25th B Main, 22nd Cross, Parangipalya, Sector 2, HSR, Bangalore",Sree Bangalore Bhavan,Yes,No,3.7/5,44,+91 8197970003,HSR,Quick Bites,Not Specified,South Indian,400,Delivery,HSR,3.7,400.0,Mid-Tier (₹300 - ₹700)
"38, 1st Main, 1st Cross, Reeliable Lakedew Residency Layout, Hurlur Road, HSR, Bangalore",The Twenty Handmade Chocolates,Yes,No,3.8/5,30,+91 9916274326,HSR,Confectionery,Not Specified,Desserts,300,Delivery,HSR,3.8,300.0,Mid-Tier (₹300 - ₹700)
"1567, 27th Main, Sector 2, HSR, Bangalore",Fine Dine Restaurant,Yes,No,3.7/5,56,+91 8277290150,HSR,Casual Dining,Not Specified,"North Indian, Kerala, Chinese",750,Delivery,HSR,3.7,750.0,Upper-Mid (₹700 - ₹1500)
"1151, 22nd Cross, 22nd B Main, Sector 2, HSR, Bangalore",Manshi Paratha & Pav Bhaji,Yes,No,3.2/5,6,+91 8892304072,HSR,"Takeaway, Delivery",Not Specified,"North Indian, Fast Food",150,Delivery,HSR,3.2,150.0,Budget (< ₹300)
"Building 31, Vinayak Nagar 2nd Cross, Opposite BBMP office, Marathahalli, Bangalore",Yahiya Restaurant,No,No,,0,+91 9606236577,Marathahalli,Casual Dining,Not Specified,"North Indian, Chinese",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"Shop 161, Somasandrapalya Main Road, HSR Layout 2nd sector, HSR, Bangalore",Lazeez Corner,Yes,No,3.1/5,7,+91 9972520005,HSR,Quick Bites,Not Specified,"North Indian, Mughlai, Chinese",500,Delivery,HSR,3.1,500.0,Mid-Tier (₹300 - ₹700)
"679, 10th Main, Near Maharaja Signal, Koramangala 4th Block, Bangalore",Soup Station,Yes,No,3.9/5,38,"+91 9606082721
+91 9606082720",Koramangala 4th Block,Quick Bites,Not Specified,"Healthy Food, Sandwich, Salad",200,Delivery,HSR,3.9,200.0,Budget (< ₹300)
"1086, Twin Tulips Building, 18th Cross Road, 14th Main, Sector 4, HSR, Bangalore",Slurpy Shakes,Yes,No,,0,+91 8197170008,HSR,Delivery,Not Specified,Beverages,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"346/A, 17th A Main, 22nd A Cross, Sector 3, HSR, Bengaluru",The Humble Pie,Yes,No,3.9/5,34,+91 7619182227,HSR,"Bakery, Dessert Parlor",Not Specified,"Desserts, Bakery",200,Delivery,HSR,3.9,200.0,Budget (< ₹300)
"Near Chinmaya College, Somasundarapalya, Sector 2, HSR, Bengaluru",The Food Factory,No,No,2.7/5,42,,HSR,Quick Bites,Not Specified,"North Indian, Chinese",450,Delivery,HSR,2.7,450.0,Mid-Tier (₹300 - ₹700)
"939, 6th Main, 1st Block, Koramangala 1st Block, Bangalore",Lazeez,Yes,No,2.4/5,318,"080 41538637
00 41104271",Koramangala 1st Block,Casual Dining,"Rolls, Phirni, Mutton Biryani, Kadhai Murgh, Tandoori Roti, Chicken Roll, Chicken Chaap","North Indian, Mughlai, Biryani",600,Delivery,HSR,2.4,600.0,Mid-Tier (₹300 - ₹700)
"1552, 19th Main, Sector 1, Opposite Indian Oil Petrol Bunk, HSR, Bangalore",Sichuan,Yes,No,4.0/5,492,"+91 8151800777
+91 8152800777",HSR,Casual Dining,"Momos, Fish, Chilli Chicken, Singapore Noodles, Bamboo Rice, Dumplings, Tom Yum Soup","Chinese, Asian, Seafood",800,Delivery,HSR,4.0,800.0,Upper-Mid (₹700 - ₹1500)
"268/3, 1st Floor, BVNR Complex, Hosur Main Road, Bommanahalli, Bangalore",Dande's Hyderabad Biryani,Yes,No,3.0/5,255,"080 41667966
080 41636261",Bommanahalli,Casual Dining,"Non Veg Biryani, Fish","Biryani, North Indian, Chinese",550,Delivery,HSR,3.0,550.0,Mid-Tier (₹300 - ₹700)
"36/6, Samasundra Palya, 2nd Sector, HSR Layout, HSR, Bangalore",Families Food Court,Yes,No,3.9/5,261,"080 42044267
+91 8147722808",HSR,Quick Bites,Prompt Service,"North Indian, Chinese, Biryani, Rolls",400,Delivery,HSR,3.9,400.0,Mid-Tier (₹300 - ₹700)
"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",Tasty Treat,Yes,No,3.1/5,131,+91 9880080359,HSR,Quick Bites,Paratha,"North Indian, Chinese, Biryani, Rolls",400,Delivery,HSR,3.1,400.0,Mid-Tier (₹300 - ₹700)
"521/570, 2nd Floor, Teacher's Colony, Venkatapura, HSR, Bangalore",Oogway express,Yes,No,3.4/5,9,"+91 9108491096
080 43706380",HSR,Casual Dining,Not Specified,"Chinese, Thai, Momos",600,Delivery,HSR,3.4,600.0,Mid-Tier (₹300 - ₹700)
"235, 9th Main Road, Sector 7, HSR Layout, HSR, Bangalore",Samosa Express,Yes,No,3.6/5,23,+91 7903952734,HSR,Quick Bites,Not Specified,Street Food,150,Delivery,HSR,3.6,150.0,Budget (< ₹300)
"526/A & 517/A, First Floor, Ganesha Complex, 19th Main Road, Sector 3, HSR, Bangalore",Grow Fit,Yes,No,3.8/5,36,+91 7892674303,HSR,Delivery,"Brownie, Biryani","Healthy Food, North Indian, Thai",500,Delivery,HSR,3.8,500.0,Mid-Tier (₹300 - ₹700)
"1318, Ground Floor, 24th Main Rd, Sector 2, HSR, Bangalore",Stark Bistro,Yes,Yes,3.6/5,30,"+91 9980497707
+91 9980497980",HSR,Casual Dining,Not Specified,"Continental, North Indian, Chinese, Burger, Pizza, Salad",850,Delivery,HSR,3.6,850.0,Upper-Mid (₹700 - ₹1500)
"Municipal Khatha 1511, Agara Extension, Sector 1, HSR, Bangalore",Food Singh,Yes,No,,0,+91 7834929000,HSR,Delivery,Not Specified,North Indian,500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"15, Somasunderpalya, 2nd Sector, HSR Layout, Gurumurthyswamy Temple Road, 1st Cross, HSR, Bangalore",Yang Ming,Yes,No,,0,+91 9148433402,HSR,Quick Bites,Not Specified,Chinese,400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"1821, 24th Main Rd, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",Ministry of Burger,Yes,No,,0,+91 9910009994,HSR,Delivery,Not Specified,Continental,500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"Municipal Khatta 1511, Agara Extension, Sector 1, HSR, Bangalore",Wat-a-Biryani,Yes,No,,0,+91 7065959000,HSR,Delivery,Not Specified,Biryani,500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"1511, Municipal Khatha, Agara Extension, Sector 1, HSR, Bangalore",Chination,No,No,,0,"+91 9910009994
+91 8750482000",HSR,Delivery,Not Specified,Chinese,600,Delivery,HSR,,600.0,Mid-Tier (₹300 - ₹700)
"505/74, 24th B Main Road, 6th Cross, Mariswamy Layout Agara HSR 1st sector, Bengaluru",KafeKombos,Yes,No,3.5/5,16,080 43746227,HSR,"Takeaway, Delivery",Not Specified,"North Indian, South Indian, Oriya",300,Delivery,HSR,3.5,300.0,Mid-Tier (₹300 - ₹700)
"1ST FLOOR, BEARING NO.66, SRI CHAMPAKDHAMA, 1ST MAIN ROAD, S.T. BED,KORAMANGALA , BANGALORE -560034",Masale Daan,Yes,No,3.3/5,5,+91 9113884340,Koramangala 1st Block,Delivery,Not Specified,North Indian,350,Delivery,HSR,3.3,350.0,Mid-Tier (₹300 - ₹700)
"Fresh Menu, No,526/A, Ganesh Complex, Ground Floor, 18th Main Road, Near to HSR Club, 3rd Sector, HSR Layout, Bangalore-560102.",Bottle Genie,Yes,No,,0,+91 8041155688,HSR,Beverage Shop,Not Specified,Beverages,350,Delivery,HSR,,350.0,Mid-Tier (₹300 - ₹700)
"28-29, Begur Main Road, Hongasandra, Bommanahalli, Bangalore",New Kabab Zone,Yes,No,3.4/5,13,+91 9148239111,Bommanahalli,Casual Dining,Not Specified,"North Indian, Fast Food",500,Delivery,HSR,3.4,500.0,Mid-Tier (₹300 - ₹700)
"9th Cross 24th Main Near Thirurmala Theatre, HSR Layout, Bangalore",Shree Mahalakshmi Sweets,Yes,No,3.3/5,10,080 49652851,HSR,Sweet Shop,Not Specified,"Mithai, Street Food",100,Delivery,HSR,3.3,100.0,Budget (< ₹300)
"Shop 5, 99/4, Haralur Main Road, HSR, Bangalore",Pavan Tiffin Center,Yes,No,3.3/5,8,+91 9449346123,HSR,Quick Bites,Not Specified,South Indian,300,Delivery,HSR,3.3,300.0,Mid-Tier (₹300 - ₹700)
"1456/A, 2nd Floor, 12 Cross, 22nd Main, Sector 1, HSR Layout, Bangalore",Zodiac Grills,Yes,No,3.2/5,4,+91 6364165029,HSR,Quick Bites,Not Specified,"North Indian, Chinese",500,Delivery,HSR,3.2,500.0,Mid-Tier (₹300 - ₹700)
"75/1, Little Elly School Road, Near ND Sepal Road, Somasandrapalya, Sector 2, HSR, Bangalore",Aao G Khao G,Yes,No,3.5/5,11,"+91 8660467603
+91 9845344360",HSR,Quick Bites,Not Specified,"North Indian, Chinese",200,Delivery,HSR,3.5,200.0,Budget (< ₹300)
"1821, Garden Layout, Sector 2, 24th Main Road, HSR, Bangalore",Public Cafe,No,No,,0,+91 7065706509,HSR,Delivery,Not Specified,Continental,700,Delivery,HSR,,700.0,Mid-Tier (₹300 - ₹700)
"1821, Garden Layout, Sector 2, 24th Main Road, HSR, Bangalore",Lost in Pizza,Yes,No,3.1/5,4,+91 7065706509,HSR,Takeaway,Not Specified,"Pizza, Fast Food",600,Delivery,HSR,3.1,600.0,Mid-Tier (₹300 - ₹700)
"1204/a, 23rd Cross, 25th B Main Road, Sector-2, HSR, Bangalore",Dilli6 Paratha,Yes,No,3.0/5,4,+91 9871289772,HSR,"Takeaway, Delivery",Not Specified,"North Indian, Chinese",200,Delivery,HSR,3.0,200.0,Budget (< ₹300)
"417/1, 100 Ft Roa, Koramangala 4th Block, Bangalore",The Shawarma Shop,No,No,NEW,0,+91 9343665007,Koramangala 4th Block,Quick Bites,Not Specified,Arabian,250,Delivery,HSR,,250.0,Budget (< ₹300)
"Lakedew Residency, Phase 2, Harlur, HSR, Bangalore",Biryani Rooh-e-Khaas,Yes,No,NEW,0,+91 8095913131,HSR,Delivery,Not Specified,"Biryani, Mughlai",500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"59, Ground Floor, 7th Cross Reliable Residency, Haralur Road, Sector 2, HSR, Bangalore",YUNCHI,Yes,No,NEW,0,+91 9513180222,HSR,Quick Bites,Not Specified,North Indian,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"405/3, 6th D Cross, Venkatapura HSR, Bangalore",Shake The Shake,Yes,No,NEW,0,+91 9036011861,HSR,Beverage Shop,Not Specified,Juices,200,Delivery,HSR,,200.0,Budget (< ₹300)
"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",Kadavu Shappu Currys,Yes,No,3.3/5,50,+91 9686818090,HSR,Quick Bites,Not Specified,Kerala,400,Delivery,HSR,3.3,400.0,Mid-Tier (₹300 - ₹700)
"1, 14th Main, 17th Cross, Sector 7, HSR Layout HSR, Bangalore",Tarbouche,Yes,No,NEW,0,+91 9787747815,HSR,Kiosk,Not Specified,"Turkish, Rolls",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"HSR, 14th Main, 4th Sector, HSR, Bangalore",WOW! Momo,Yes,No,NEW,0,080 43334333,HSR,Food Court,Not Specified,"Tibetan, Momos",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"BDA Complex, HSR, Bangalore",A2B - Adyar Ananda Bhavan,Yes,No,2.8/5,484,"18001036363
080 25725399",HSR,Casual Dining,"Masala Dosa, Coffee, Tea, Vada, Idli, Chaat, Pongal","South Indian, North Indian, Chinese, Street Food, Fast Food",400,Delivery,HSR,2.8,400.0,Mid-Tier (₹300 - ₹700)
"1204/A, 25th B Main, 23rd Cross, HSR, Bangalore",The Spice Factory,Yes,No,3.1/5,29,"+91 9606231377
+91 9113908465",HSR,Casual Dining,Not Specified,"North Indian, Mughlai, Chinese",550,Delivery,HSR,3.1,550.0,Mid-Tier (₹300 - ₹700)
"2341, 17th Cross, Opposite Gayathri Basaveswara Temple, Vanganahalli, Sector 1, HSR, Bangalore",Chaat Street,Yes,No,3.8/5,192,"+91 9880655284
+91 9845075679",HSR,Quick Bites,"Chaat, Raj Kachori, Bhel Puri, Sev Puri, Pav Bhaji, Panipuri, Vada Pav","Street Food, North Indian",250,Delivery,HSR,3.8,250.0,Budget (< ₹300)
